,Address,Txns_x,First Transacted_x,Last Transacted_x,Ⱥ In_x,Ⱥ Out_x,Ⱥ Net_x,Txns_y,First Transacted_y,Last Transacted_y,Ⱥ In_y,Ⱥ Out_y,Ⱥ Net_y,exists
4595,E3JXYIIKQ3IQ5BXOWCRLASYWEIQCROO6E44AOK4LJ53SW4YHELTSTCPMLQ,2,"2/12/2021, 11:41:12 AM","2/26/2021, 4:15:13 AM",0.0,2825.782954,-2825.782954,1.0,"10/24/2022, 11:07:30 AM","10/24/2022, 11:07:30 AM",0.0,0.002,-0.002,both
4597,XRI7JXXS2NXMNES3QXRNYD67ZKC7XPP55CMCF5BL7O252QMM6LUBH4KFOM,1,"2/26/2021, 12:36:10 AM","2/26/2021, 12:36:10 AM",0.0,5048.90643,-5048.90643,1.0,"10/24/2022, 9:38:35 PM","10/24/2022, 9:38:35 PM",0.0,0.002,-0.002,both
4600,D2G4DJ6F2M7FHMRFHYVKAJO5V6ZQIB24CNHRWUW4EPIWGHYOSRMGTAT6UY,2,"2/13/2021, 10:04:04 PM","2/24/2021, 11:22:08 PM",0.0,161.0,-161.0,1.0,"10/24/2022, 10:34:30 AM","10/24/2022, 10:34:30 AM",0.0,0.002,-0.002,both
4602,GAI7Q7K42V27HSRCV3L4XSZKWCNDKFJVTCWQL3WCJPL6N7ZBL3EU6HOWYQ,1,"2/24/2021, 10:25:17 AM","2/24/2021, 10:25:17 AM",0.0,842.816,-842.816,1.0,"10/24/2022, 12:18:43 PM","10/24/2022, 12:18:43 PM",0.0,0.001158,-0.001158,both
4607,DFMEJ5QMTBGAK3T4LH7KO5IFAPXSAER3AKTGHRCMSHWI3WPRFS2C7PQ2KI,1,"2/24/2021, 2:00:14 AM","2/24/2021, 2:00:14 AM",0.0,296.97081,-296.97081,1.0,"10/24/2022, 10:45:48 AM","10/24/2022, 10:45:48 AM",0.0,0.002,-0.002,both
4609,OBRKMHTKWXXUZTM3CIBMYTEZK64KJGNDPAOSFK3GKMJG6SOKDNNKUTKVNM,2,"2/16/2021, 1:59:12 AM","2/23/2021, 9:49:22 PM",0.0,1749.9,-1749.9,1.0,"10/24/2022, 4:27:04 PM","10/24/2022, 4:27:04 PM",0.0,0.002,-0.002,both
4614,TPI745TQL5TSGERXZKDYI6BGMGV3ACKPXRBNC6CUGSKHSUA22PDZO3WNNY,1,"2/22/2021, 6:29:08 AM","2/22/2021, 6:29:08 AM",0.0,18.5655,-18.5655,1.0,"10/24/2022, 7:25:43 PM","10/24/2022, 7:25:43 PM",0.0,0.002,-0.002,both
4618,HX7P32LAX25U5DNY4B3FR2N2EQ2KJN4N5BF6SMD5JW5PGNJTCMOB7QLPDY,1,"2/20/2021, 9:32:13 PM","2/20/2021, 9:32:13 PM",0.0,4402.06342,-4402.06342,1.0,"10/24/2022, 1:16:11 PM","10/24/2022, 1:16:11 PM",0.0,0.002,-0.002,both
4619,HA5U5KHQHELJUSLIH7HCGBQ3NVKR5LKDLA6A23T4HBPVZGRJWZB5F3QBLI,1,"2/20/2021, 7:25:17 PM","2/20/2021, 7:25:17 PM",0.0,93.4747,-93.4747,1.0,"10/24/2022, 12:52:23 PM","10/24/2022, 12:52:23 PM",0.0,0.002,-0.002,both
4624,TB6COA23EXGNZQPAJEZNUUV4QVBTNUITCHTVOTXXL3OKQ2W6QWX47PFHH4,1,"2/19/2021, 4:31:10 PM","2/19/2021, 4:31:10 PM",0.0,893.0885,-893.0885,1.0,"10/24/2022, 7:10:11 PM","10/24/2022, 7:10:11 PM",0.0,0.002,-0.002,both
4627,B63A32RM4WVZHOPGZEOSABTKCCZFSQYTFXGX7OPXP2M2LWK6BTDLJLXFN4,1,"2/18/2021, 12:42:14 PM","2/18/2021, 12:42:14 PM",0.0,3347.2952,-3347.2952,1.0,"10/24/2022, 12:09:25 AM","10/24/2022, 12:09:25 AM",0.0,0.002,-0.002,both
4628,FSBFPKP3J7SNGAGYNP425GENOS2JQ5KBF3YTK26I5K7MEG6TYXUZX3S2BI,1,"2/18/2021, 12:28:19 PM","2/18/2021, 12:28:19 PM",0.0,5004.3794,-5004.3794,1.0,"10/24/2022, 12:05:13 PM","10/24/2022, 12:05:13 PM",0.0,0.002,-0.002,both
4631,FJX6LB3ZJ67OHEOXK2KZCLGF6NU4HJQQZYF4UED4XEC33YI5W3OVN25ZUU,4,"9/17/2020, 11:29:09 AM","2/18/2021, 12:42:12 AM",0.0,24166.99123,-24166.99123,1.0,"10/24/2022, 11:56:23 AM","10/24/2022, 11:56:23 AM",0.0,0.002,-0.002,both
4634,3QFW6MQKURGYNOTV5UXTAWQ33Z52P45MTLLO5IGLLHTNFZQHAVQPY3IDA4,1,"2/17/2021, 12:23:10 PM","2/17/2021, 12:23:10 PM",0.0,332.4255,-332.4255,1.0,"10/21/2022, 11:12:44 PM","10/21/2022, 11:12:44 PM",0.0,0.001668,-0.001668,both
4635,GJDNQNOY2NSIMA4D7LZMZM7H35ICAWKM54JQPTWXL3LYFXUIWJWIUUAAZM,3,"2/6/2021, 5:38:21 AM","2/17/2021, 8:15:15 AM",0.0,23987.94309,-23987.94309,1.0,"10/24/2022, 12:27:58 PM","10/24/2022, 12:27:58 PM",0.0,0.002,-0.002,both
4637,QJNWEPWWJIMPFIQ4SHZPOMIJQXFYI6KH5A3GDKPUFAFJ5QRM6P5DYY2OMA,1,"2/16/2021, 11:27:09 AM","2/16/2021, 11:27:09 AM",0.0,57.5221,-57.5221,1.0,"10/24/2022, 5:39:52 PM","10/24/2022, 5:39:52 PM",0.0,0.002,-0.002,both
4648,EYVMG7P5IK44KZBFQBLWGFXT2JDDROCDDCY3QPBCBUQSM6IYH5MPPXBAEA,1,"2/15/2021, 7:16:10 AM","2/15/2021, 7:16:10 AM",0.0,121.0433,-121.0433,1.0,"10/24/2022, 11:37:52 AM","10/24/2022, 11:37:52 AM",0.0,0.002,-0.002,both
4649,53MZX7B4CIV4ZQXXPJPOIVTIBFJ7XPRNNDBUCH3WPILJK5E2H2JFRF4RLU,1,"2/15/2021, 4:04:04 AM","2/15/2021, 4:04:04 AM",0.0,2365.4954,-2365.4954,1.0,"10/22/2022, 11:23:06 AM","10/22/2022, 11:23:06 AM",0.0,0.002,-0.002,both
4650,SGC3DKYGLVH3JS3YLZDQAPUWUEXU5SHNBR2FDBCAHRWLRSYKJBMXLGCTWQ,2,"2/13/2021, 2:18:10 AM","2/14/2021, 10:54:11 PM",0.0,947.56,-947.56,1.0,"10/24/2022, 6:42:49 PM","10/24/2022, 6:42:49 PM",0.0,0.002,-0.002,both
4653,DKAMCZT2OSFHO4XJNUKA6NW4KRYAI2R2U76Z7HICLQ5TTXOVC4RIGESMVY,1,"2/14/2021, 7:12:09 PM","2/14/2021, 7:12:09 PM",0.0,1030.6049,-1030.6049,1.0,"10/24/2022, 10:49:43 AM","10/24/2022, 10:49:43 AM",0.0,0.002,-0.002,both
4657,Y6UMIAHFYPMXCC2A3UPVNCZEMOHOKSUFKM6ILQA7J72IFU6F4AVVGD3IUA,1,"2/14/2021, 12:37:10 AM","2/14/2021, 12:37:10 AM",0.0,54.192,-54.192,1.0,"10/24/2022, 9:52:13 PM","10/24/2022, 9:52:13 PM",0.0,0.002,-0.002,both
4664,BRJABDWDMFYALLJXZ3GUUMERQLJQIZ4543TKL52JBWWR5HE77G4JOPXWEQ,1,"2/12/2021, 11:36:34 AM","2/12/2021, 11:36:34 AM",0.0,1000.0,-1000.0,1.0,"10/24/2022, 9:51:45 AM","10/24/2022, 9:51:45 AM",0.0,0.002,-0.002,both
4669,VBYVC2UDKQX4DFFPXOOCJIFPZQ73JU4F7OVB6YPPNDGJHPIQDNOESEVE7U,1,"2/11/2021, 1:02:20 PM","2/11/2021, 1:02:20 PM",0.0,50.0,-50.0,1.0,"10/24/2022, 8:17:05 PM","10/24/2022, 8:17:05 PM",0.0,0.002,-0.002,both
4674,772O4KBBWP55PIZZOFBTCHSFCEZFJBPPVKL42P6T3R7L5KF7F3BGQ3CVAY,5,"11/15/2020, 2:05:05 AM","2/10/2021, 1:06:10 AM",0.0,8801.9471,-8801.9471,1.0,"10/23/2022, 6:25:41 AM","10/23/2022, 6:25:41 AM",0.0,0.002,-0.002,both
4675,F3DYASZQJD3OOCVTMONPWE5QTJ4NSEIGIE3FLV74777FSGZSZAGQCW4AXM,1,"2/9/2021, 11:46:23 PM","2/9/2021, 11:46:23 PM",0.0,250.0,-250.0,1.0,"10/24/2022, 11:40:15 AM","10/24/2022, 11:40:15 AM",0.0,0.002,-0.002,both
4676,D2CZ2QCD65CEWVJG7D627JYMG2GEDJN3B2BHXEV4S55TSY26ZIHQDOYAMA,1,"2/9/2021, 9:31:11 PM","2/9/2021, 9:31:11 PM",0.0,900.0,-900.0,1.0,"10/24/2022, 10:34:22 AM","10/24/2022, 10:34:22 AM",0.0,0.002,-0.002,both
4677,XYQAILT4VVVXHYW7TXC5RY2HCBGHRVWROXYWGU4TC3LWNDFOBKYMANZSTU,2,"2/8/2021, 11:33:08 PM","2/9/2021, 7:50:13 PM",0.0,13754.2645,-13754.2645,1.0,"10/24/2022, 9:46:25 PM","10/24/2022, 9:46:25 PM",0.0,0.002,-0.002,both
4680,2XSSO33BDDNXAVGU3B2PR3FUOAFAMD5PAOG5TUKKNLOKBTMFLM7PULMSJA,1,"2/8/2021, 11:07:09 PM","2/8/2021, 11:07:09 PM",0.0,2790.4838,-2790.4838,1.0,"10/21/2022, 4:14:03 PM","10/21/2022, 4:14:03 PM",0.0,0.002,-0.002,both
4681,O72LWVSUSFQAMXU5ZRLHECQIYSGUAQXYTV4B2UBSKSMNY5DLCRQCROTSLY,1,"2/8/2021, 8:37:13 PM","2/8/2021, 8:37:13 PM",0.0,1955.7678,-1955.7678,1.0,"10/24/2022, 4:23:48 PM","10/24/2022, 4:23:48 PM",0.0,0.002,-0.002,both
4684,TGONWY37VGXZRM5BRHWGVNW6FKDEOWKEZ7FIJALOEXU2WKPJV3DFD26Z5E,1,"2/8/2021, 1:51:14 AM","2/8/2021, 1:51:14 AM",0.0,1000.27322,-1000.27322,1.0,"10/24/2022, 7:16:32 PM","10/24/2022, 7:16:32 PM",0.0,0.002,-0.002,both
4686,LW2BWKUPP37BODBNQ4XJXUJZNVN6UDNS2UBXZY7IH6BWVNMTI5AEWUEPTI,1,"2/6/2021, 6:06:08 PM","2/6/2021, 6:06:08 PM",0.0,1021.9873,-1021.9873,1.0,"10/24/2022, 3:08:28 PM","10/24/2022, 3:08:28 PM",0.0,0.002,-0.002,both
4688,DMRLZKLRHGBWS5BYFT3J7IWTNHJL3W2OJMISX56NQ7MZVQC7DSX7MO56F4,1,"2/5/2021, 10:57:15 AM","2/5/2021, 10:57:15 AM",0.0,1765.056244,-1765.056244,1.0,"10/24/2022, 10:52:53 AM","10/24/2022, 10:52:53 AM",0.0,0.002,-0.002,both
4689,BYKH6LDSWBZSWSB7AKPMMPKYHE5YD6S5VPZQXF72KI2LQQUTWGTPOV2I7Y,1,"2/5/2021, 9:57:32 AM","2/5/2021, 9:57:32 AM",0.0,199.9623,-199.9623,1.0,"10/24/2022, 9:58:28 AM","10/24/2022, 9:58:28 AM",0.0,0.001801,-0.001801,both
4690,3IL6SPF3LHDWJP7TU4VZD5VCSPGQMKK4NB26Q6F2Y74Q4SYFVPHUBBVLH4,12,"9/8/2020, 4:29:09 PM","2/4/2021, 6:33:17 AM",0.0,50860.182242,-50860.182242,1.0,"10/21/2022, 8:58:39 PM","10/21/2022, 8:58:39 PM",0.0,0.001965,-0.001965,both
4693,E2Z4LDUSJUSFUBYNOIDYNIEY4KHMG7IQ5VLV4UUJ67JS5TQ2NVGYPKP4GQ,7,"12/14/2020, 10:36:12 PM","2/3/2021, 12:41:17 AM",0.0,1935013.597315,-1935013.597315,1.0,"10/24/2022, 11:07:03 AM","10/24/2022, 11:07:03 AM",0.0,0.002,-0.002,both
4696,JBUTMGBFMM247MZGO3YXKIMKS3HKCNRTH5TXZ6G4O3OVFMNQWRYNG2HWPM,3,"2/2/2021, 12:20:08 AM","2/2/2021, 3:12:08 AM",0.0,1490.7398,-1490.7398,1.0,"10/24/2022, 1:59:36 PM","10/24/2022, 1:59:36 PM",0.0,0.002,-0.002,both
4709,G4WZNANUI5TWPN5KHBCMYKQEAUJ5J3HW7PHH7T7S43AQ4KYLZ7MUIUIM7U,1,"1/30/2021, 12:11:11 PM","1/30/2021, 12:11:11 PM",0.0,8160.6616,-8160.6616,1.0,"10/24/2022, 12:15:52 PM","10/24/2022, 12:15:52 PM",0.0,0.002,-0.002,both
4710,EVJJOLGKW7YNBGCEUWUAPLBUHZEUFPEYDHUZ4KPZWV7NORDKWMF2T2PMKM,2,"1/30/2021, 11:06:13 AM","1/30/2021, 11:38:16 AM",0.0,35395.906,-35395.906,1.0,"10/24/2022, 11:35:07 AM","10/24/2022, 11:35:07 AM",0.0,0.002,-0.002,both
4713,PZ3IXDSEBORTAFZXMYIVTDYTCTESFOJNI7WZMJRWWW46T2SFDER6HY6FXU,1,"1/29/2021, 7:52:20 AM","1/29/2021, 7:52:20 AM",0.0,32005.869215,-32005.869215,1.0,"10/24/2022, 5:23:49 PM","10/24/2022, 5:23:49 PM",0.0,0.002,-0.002,both
4718,V6DX46NOJG5DPOG77CVWGG4G25VL7FDHT4V5I6GBFLBFJ36HSER63QPMAI,1,"1/27/2021, 10:52:15 AM","1/27/2021, 10:52:15 AM",0.0,117.0,-117.0,1.0,"10/24/2022, 8:13:26 PM","10/24/2022, 8:13:26 PM",0.0,0.002,-0.002,both
4721,PECAGW4DKTQXNFW6Q5XTXTP4P22T5YF4HRHFF7RB246NTS4QDEGHSEDGF4,1,"1/25/2021, 7:27:13 AM","1/25/2021, 7:27:13 AM",0.0,2216.3446,-2216.3446,1.0,"10/24/2022, 5:01:46 PM","10/24/2022, 5:01:46 PM",0.0,0.002,-0.002,both
4726,NLEHSRPWO2YIRYUYPWCI7VWEB546TKGTLFSLE6PGLSUGPUSMYRR4MSFYTM,1,"1/24/2021, 7:52:18 PM","1/24/2021, 7:52:18 PM",0.0,7663.5578,-7663.5578,1.0,"10/24/2022, 4:04:04 PM","10/24/2022, 4:04:04 PM",0.0,0.002,-0.002,both
4731,AV6F7ERSJNNTHZBAROZIL5AZVIYLQ2SRWM7Z3KX2NPTMOLM62JGAJAX7TQ,20,"1/19/2021, 7:05:06 PM","1/23/2021, 6:21:21 AM",0.0,14448.61,-14448.61,1.0,"10/23/2022, 9:37:01 PM","10/23/2022, 9:37:01 PM",0.0,0.001122,-0.001122,both
4737,MUEF6LRF6TBJUJDQDKQA2Z6XGG43RFLFXTKQWR6FV56KMFKPP7ZN5FINDU,1,"1/14/2021, 1:50:13 AM","1/14/2021, 1:50:13 AM",0.0,999.9,-999.9,1.0,"10/24/2022, 3:39:39 PM","10/24/2022, 3:39:39 PM",0.0,0.001001,-0.001001,both
4739,DK6DLZWOGPFVFAWT4R4XH3TZXQUF4K6LCEGKZ477G37LA2QGSMNDVTUZ2Y,1,"1/12/2021, 10:41:12 PM","1/12/2021, 10:41:12 PM",0.0,2499.9,-2499.9,1.0,"10/24/2022, 10:49:36 AM","10/24/2022, 10:49:36 AM",0.0,0.002,-0.002,both
4740,H2HPVS2KMUP3EEXKIEPZWAQREEBMCBQ3TKMNI3OFEMSN2W72UHPS3IJSRE,1,"1/11/2021, 9:24:10 PM","1/11/2021, 9:24:10 PM",0.0,1753.1256,-1753.1256,1.0,"10/24/2022, 12:46:38 PM","10/24/2022, 12:46:38 PM",0.0,0.002,-0.002,both
4742,7IXV3HC6FKFOSCWAXUOIRTMSGCMJITDCC2ZLOG2HHTNZUUOSUHRZQWYXYQ,2,"1/9/2021, 4:28:22 PM","1/9/2021, 4:56:14 PM",0.0,80351.430503,-80351.430503,1.0,"10/23/2022, 9:13:01 AM","10/23/2022, 9:13:01 AM",0.0,0.002,-0.002,both
4751,HKY64K5ZMQMXGWR345MXSNQF4G2ARED6T6TSU7OOBSMXVH7RZMMOQ5IZIM,19,"7/30/2020, 10:29:14 PM","1/6/2021, 10:34:14 AM",0.0,224000.0,-224000.0,1.0,"10/24/2022, 1:03:43 PM","10/24/2022, 1:03:43 PM",0.0,0.002,-0.002,both
4759,KWHSN3JCVXLZGXEBILGEYALN7TP4KOBZJY6NV2VBCRE5RREX2TMTNAFLFE,6,"12/17/2020, 9:23:09 PM","1/4/2021, 3:32:08 AM",0.0,212271.555457,-212271.555457,1.0,"10/24/2022, 2:36:35 PM","10/24/2022, 2:36:35 PM",0.0,0.002,-0.002,both
4760,NPK6GVGNAVQVVLYBVNI2NU3ZVHGJOV5NDT4EQ265K5BZ2G4BWNCCZII36E,1,"1/3/2021, 11:34:13 PM","1/3/2021, 11:34:13 PM",0.0,1454.2961,-1454.2961,1.0,"10/24/2022, 4:07:57 PM","10/24/2022, 4:07:57 PM",0.0,0.002,-0.002,both
4767,DPASOAPRK6KQWZ3B6JY7DQ3BLJHA3GSMZIIQZIBHFNRV33HY7KHTSXZGMA,1,"12/30/2020, 11:49:10 PM","12/30/2020, 11:49:10 PM",0.0,2855.8219,-2855.8219,1.0,"10/24/2022, 10:55:34 AM","10/24/2022, 10:55:34 AM",0.0,0.002,-0.002,both
4769,CO563VMFPPF7XNYWB3DDKB6G5PSMNSCER24V2PESZYWKFKPHCFO4HS4TVA,1,"12/30/2020, 7:22:08 AM","12/30/2020, 7:22:08 AM",0.0,2901.1337,-2901.1337,1.0,"10/24/2022, 10:20:16 AM","10/24/2022, 10:20:16 AM",0.0,0.002,-0.002,both
4770,AP7RTBXVWGDARNSNCK4RLNQO5DP4H4J4WS3SJHGFVAKKLGXS5ZPBS73I5M,1,"12/29/2020, 4:31:09 AM","12/29/2020, 4:31:09 AM",0.0,840.715799,-840.715799,1.0,"10/23/2022, 7:57:41 PM","10/23/2022, 7:57:41 PM",0.0,0.002,-0.002,both
4776,QY264DL5YJRXUW2TU3WDCRA4KUUNCIIQULT6YBFF372DGTNOXZBJCROHOQ,2,"12/21/2020, 12:48:12 AM","12/28/2020, 4:13:10 AM",0.0,46800.0,-46800.0,1.0,"10/24/2022, 5:55:57 PM","10/24/2022, 5:55:57 PM",0.0,0.002,-0.002,both
4779,2QCYYMFUELFFJSY76C7HBUDSCZJSXHKTRSCPIUGIDTQC35Z4CNRV6DTXIM,2,"12/26/2020, 10:55:15 PM","12/27/2020, 6:37:09 AM",0.0,9334.0862,-9334.0862,1.0,"10/21/2022, 2:09:15 PM","10/21/2022, 2:09:15 PM",0.0,0.002,-0.002,both
4790,TT6I6TWDSOP7JSGBGBYTGZ6Z2ANVOBDIHBCCVHVSPYR77FVFKH4EFHNKEU,2,"8/12/2020, 9:37:11 AM","12/20/2020, 2:55:13 AM",0.0,2604.8998,-2604.8998,1.0,"10/24/2022, 7:28:41 PM","10/24/2022, 7:28:41 PM",0.0,0.002,-0.002,both
4792,PJLIOPMBNIRWYAE73N5MQOJJT55OJUB3WS4QL7N7SCPKHSPPEEEMOJAASE,1,"12/19/2020, 8:52:12 AM","12/19/2020, 8:52:12 AM",0.0,3499.9,-3499.9,1.0,"10/24/2022, 5:07:47 PM","10/24/2022, 5:07:47 PM",0.0,0.002,-0.002,both
4796,LJUQ7ERKDXGRO56WKI4AFB37OQCZRWFV37ZHVD6TMSWWTL7523M2EPB3IY,1,"12/18/2020, 3:17:06 AM","12/18/2020, 3:17:06 AM",0.0,54564.654498,-54564.654498,1.0,"10/24/2022, 2:56:05 PM","10/24/2022, 2:56:05 PM",0.0,0.002,-0.002,both
4797,GM3VSBVVJ6Z6MKZ6BBYVMVSUBZTT7WGEL4L4ZVSZJJPNK67IEJEXIRXMLI,1,"12/17/2020, 8:53:21 PM","12/17/2020, 8:53:21 PM",0.0,86665.1946,-86665.1946,1.0,"10/24/2022, 12:30:41 PM","10/24/2022, 12:30:41 PM",0.0,0.002,-0.002,both
4811,BHUMCOBEBTZ4EAOYWVOS4SVR3AJKUO2KGZ7GS7VRASZTQQ4OJAWMNDFLIA,2,"12/10/2020, 7:41:13 AM","12/10/2020, 8:04:05 AM",0.0,83.4385,-83.4385,1.0,"10/24/2022, 9:42:20 AM","10/24/2022, 9:42:20 AM",0.0,0.002,-0.002,both
4812,A2TGRCGXINGWU4WHOGXH2MAXVU5CDH5UHCH3UGRT7HCD5YI6Y2YVS2DUFM,1,"12/9/2020, 9:26:14 PM","12/9/2020, 9:26:14 PM",0.0,31132.366,-31132.366,1.0,"10/23/2022, 2:14:47 PM","10/23/2022, 2:14:47 PM",0.0,0.002,-0.002,both
4813,6MAPAUFHMUACWSAEBUWVJS2GOZD7WS6X37KM2NFFPQHGQMCIWTQFDVJ24M,1,"12/9/2020, 5:12:10 AM","12/9/2020, 5:12:10 AM",0.0,15940.3649,-15940.3649,1.0,"10/23/2022, 1:07:13 AM","10/23/2022, 1:07:13 AM",0.0,0.002,-0.002,both
4818,TMHU2JP2WHZHTZ7MSAGMVEDWB2TXJUBT4S2RW2VEBIAD7V5GOKC2G5HOVE,5,"11/28/2020, 10:27:16 AM","12/7/2020, 10:21:08 AM",0.0,619998.999771,-619998.999771,1.0,"10/24/2022, 7:21:54 PM","10/24/2022, 7:21:54 PM",0.0,0.001651,-0.001651,both
4819,B33SLEJ7EWG45PANDNWP5MZK7I5QTHQF7W6DQT6QXM666L6P7BJ73L76PA,3,"11/17/2020, 8:15:06 PM","12/6/2020, 9:29:08 AM",0.0,1211.3069,-1211.3069,1.0,"10/23/2022, 11:18:47 PM","10/23/2022, 11:18:47 PM",0.0,0.002,-0.002,both
4820,VLH4VD4V3ROO42BPQIJQVDJRUJVU4OLS6JQDNWE4N6KAHNXN5O2XKUZXJM,5,"11/14/2020, 9:30:11 PM","12/5/2020, 6:01:16 AM",0.0,9179.79289,-9179.79289,1.0,"10/24/2022, 8:26:51 PM","10/24/2022, 8:26:51 PM",0.0,0.002,-0.002,both
4823,WJJVIO35CG365MBDZWTDYTRABMUEQS4KMVNR4XU5JIICEYQQXTQJQGUAMI,1,"12/3/2020, 4:41:19 AM","12/3/2020, 4:41:19 AM",0.0,21.315013,-21.315013,1.0,"10/24/2022, 8:57:41 PM","10/24/2022, 8:57:41 PM",0.0,0.002,-0.002,both
4831,MWZERXU6VZOEUZ2X6MSXJEI4MGLJQVL34QB2SEONCBTNU53GZG4VMCGKLQ,1,"11/27/2020, 10:27:12 AM","11/27/2020, 10:27:12 AM",0.0,180000.076817,-180000.076817,1.0,"10/24/2022, 3:43:11 PM","10/24/2022, 3:43:11 PM",0.0,0.001653,-0.001653,both
4832,5TZGMZ5NSN2ONV5JGNNAODGL6NXKY2CIKFHVMQFHIIVFRWLVCV5SJ2INXY,1,"11/26/2020, 4:30:08 PM","11/26/2020, 4:30:08 PM",0.0,35091.763,-35091.763,1.0,"10/22/2022, 6:14:17 PM","10/22/2022, 6:14:17 PM",0.0,0.002,-0.002,both
4838,L36DWQHK4WVRKLZOF3J4PJEVBU3YZALKAAFXKWP6JWI6LBT3SHTQALMQZI,1,"11/23/2020, 10:22:08 PM","11/23/2020, 10:22:08 PM",0.0,103255.970094,-103255.970094,1.0,"10/24/2022, 2:40:40 PM","10/24/2022, 2:40:40 PM",0.0,0.002,-0.002,both
4841,V4UDLEY7ZFLAQOETGK4E4OLXX46GJOSFGSRAJ33DNA5RBOW4XC74RSSCJI,9,"8/13/2020, 2:30:12 AM","11/23/2020, 11:23:08 AM",0.0,54102.888552,-54102.888552,1.0,"10/24/2022, 8:11:35 PM","10/24/2022, 8:11:35 PM",0.0,0.002,-0.002,both
4846,F2FEKBLGDH7SKV5BO2P6K6JIDLQTFESZMUJBKL7W6CK36CW65FGAFQUIQU,1,"11/20/2020, 6:00:16 AM","11/20/2020, 6:00:16 AM",0.0,4000.6668,-4000.6668,1.0,"10/24/2022, 11:39:04 AM","10/24/2022, 11:39:04 AM",0.0,0.002,-0.002,both
4850,DPGYVT3465PR2S4I5R5JLRWDKLW2Z47LRH3S44REJSZ5FQIDLUVTZ6JJQ4,1,"11/18/2020, 9:20:07 PM","11/18/2020, 9:20:07 PM",0.0,14832.3035,-14832.3035,1.0,"10/24/2022, 10:55:42 AM","10/24/2022, 10:55:42 AM",0.0,0.002,-0.002,both
4855,AU5TRLL7YQTV4PABAMBRCM5A2UCZZBRSF3635YW6RGOSPVH5JVL4ZNX24E,3,"11/16/2020, 1:49:15 PM","11/16/2020, 9:24:09 PM",0.0,36245.4,-36245.4,1.0,"10/23/2022, 9:19:30 PM","10/23/2022, 9:19:30 PM",0.0,0.002,-0.002,both
4857,7TSFTLAQ2ZHLLMORNZ5STKN3EDRAL53S7DQQ3LZASL47N2BIBPXQ47TO5M,1,"11/15/2020, 10:41:13 PM","11/15/2020, 10:41:13 PM",0.0,20961.8494,-20961.8494,1.0,"10/23/2022, 12:16:22 PM","10/23/2022, 12:16:22 PM",0.0,0.002,-0.002,both
4858,76BVLSF6RI24IVERXH3MG3I572TTO5B2WGKNSJAY2IRGBUJQ4F2JXLNUXI,2,"11/14/2020, 4:32:10 PM","11/15/2020, 6:12:08 PM",0.0,6641.138762,-6641.138762,1.0,"10/23/2022, 6:12:49 AM","10/23/2022, 6:12:49 AM",0.0,0.002,-0.002,both
4861,72E5OFHD76ZSQYFCKABSV4UEOPQVCC5VNEOEDIRP5UW5CPV6LV7Q7Z6WGI,2,"11/15/2020, 12:12:10 AM","11/15/2020, 12:27:11 AM",0.0,695.8648,-695.8648,1.0,"10/23/2022, 5:06:28 AM","10/23/2022, 5:06:28 AM",0.0,0.001319,-0.001319,both
4862,KCXDR2EZA3WDHPOEEK7FYTNPTLOSU5PV2QZRXTTDAE5OE6JT42SGAYRSXM,1,"11/12/2020, 10:41:11 AM","11/12/2020, 10:41:11 AM",0.0,13413.308617,-13413.308617,1.0,"10/24/2022, 2:16:54 PM","10/24/2022, 2:16:54 PM",0.0,0.002,-0.002,both
4863,LMOQUS63FFTOEDRMEW7XH67UFW3UYTDUS5WX5POVGOD32HUEJRR4KMTWU4,1,"11/12/2020, 10:15:15 AM","11/12/2020, 10:15:15 AM",0.0,17069.277,-17069.277,1.0,"10/24/2022, 2:58:48 PM","10/24/2022, 2:58:48 PM",0.0,0.002,-0.002,both
4864,4NUXJCGHGNMHDKUF7ZSDRBLDZJF2TDWWWOVJGNRLMXUFBLICC65UTIJFT4,1,"11/12/2020, 10:15:06 AM","11/12/2020, 10:15:06 AM",0.0,101292.8039,-101292.8039,1.0,"10/22/2022, 7:30:21 AM","10/22/2022, 7:30:21 AM",0.0,0.002,-0.002,both
4866,4KEYJD3OW5XJHB4YSG7NDGQ2G4BYIFRZUZQN7QSZDE46TGFXIR5G2FU2AU,2,"11/11/2020, 10:01:15 PM","11/11/2020, 10:20:08 PM",0.0,18679.7325,-18679.7325,1.0,"10/22/2022, 6:29:33 AM","10/22/2022, 6:29:33 AM",0.0,0.002,-0.002,both
4867,HZM2WE6Z46PP5RQ2POKAEGYZEX2M4MH52B2QRRLM325O37YBUGVJU7XGLY,2,"10/6/2020, 5:03:08 AM","11/11/2020, 7:25:13 PM",0.0,324.8371,-324.8371,1.0,"10/24/2022, 1:18:03 PM","10/24/2022, 1:18:03 PM",0.0,0.002,-0.002,both
4868,3F53Z3NMJFZ34IUIIUHDDNBDKNC3I3RTZRCMPS4V7RECMX3FTIACG3E5GA,1,"11/11/2020, 9:36:10 AM","11/11/2020, 9:36:10 AM",0.0,14624.841888,-14624.841888,1.0,"10/21/2022, 8:00:16 PM","10/21/2022, 8:00:16 PM",0.0,0.002,-0.002,both
