,Address,Txns_x,First Transacted_x,Last Transacted_x,Ⱥ In_x,Ⱥ Out_x,Ⱥ Net_x,Txns_y,First Transacted_y,Last Transacted_y,Ⱥ In_y,Ⱥ Out_y,Ⱥ Net_y,exists
1156,KCYJQPY64IMSJONXY2VJFOOSTQ2PKZLPJZ4AQZSP7FSLG3NO5HL6TRGNQI,16,"11/21/2021, 11:18:09 AM","1/25/2022, 8:00:18 AM",0.0,11340.45182,-11340.45182,1.0,"10/24/2022, 2:16:58 PM","10/24/2022, 2:16:58 PM",0.0,0.002,-0.002,both
1171,NH5C6VNLNAOL44WPZX7AFOZZLXUQ3RFZPR24IKLLPO4TI4VDLA23LDJFBE,6,"4/4/2021, 12:55:15 AM","1/22/2022, 8:27:10 AM",0.0,1230.010784,-1230.010784,1.0,"10/24/2022, 3:59:11 PM","10/24/2022, 3:59:11 PM",0.0,0.002,-0.002,both
1172,QBPKP7467Z4KLC7L2O6BWOQ2CEOMQEUDASINXLCPRWXP4WE7LPCOUDL65E,1,"1/22/2022, 5:17:12 AM","1/22/2022, 5:17:12 AM",0.0,3067.78264,-3067.78264,1.0,"10/24/2022, 5:32:07 PM","10/24/2022, 5:32:07 PM",0.0,0.002,-0.002,both
1175,FNCWF5S3QBKDVJIOPGKVGJ3LU424JGBWR6XWYGFS27A4FT5DCEPKT273CE,2,"12/27/2021, 11:01:14 PM","1/21/2022, 7:49:13 PM",0.0,10754.890537,-10754.890537,1.0,"10/24/2022, 11:59:04 AM","10/24/2022, 11:59:04 AM",0.0,0.002,-0.002,both
1176,SEI6YGTIGRQIGY2GF2YHRWIL737LH3XPSHONH5RAD5X37ITFENLVNVGCNM,5,"1/8/2022, 3:47:15 AM","1/21/2022, 6:54:14 PM",0.0,3859.408243,-3859.408243,1.0,"10/24/2022, 6:40:43 PM","10/24/2022, 6:40:43 PM",0.0,0.002,-0.002,both
1179,TROC3DLLQAMCX6M7YB5XXOTFXUIMFPKNBGVGYBIP4IPL3PZWEATTSHNPVU,2,"7/13/2021, 5:09:08 AM","1/21/2022, 2:20:11 PM",0.0,6010.9361,-6010.9361,1.0,"10/24/2022, 7:27:30 PM","10/24/2022, 7:27:30 PM",0.0,0.002,-0.002,both
1180,AMBYYLBQMF5LNQBVNIGBV6K3N3OVXSEMMMM4QMW5WDQRJPRBQU6EE3K6W4,1,"1/21/2022, 8:58:17 AM","1/21/2022, 8:58:17 AM",0.0,719.84254,-719.84254,1.0,"10/23/2022, 7:08:50 PM","10/23/2022, 7:08:50 PM",0.0,0.002,-0.002,both
1181,T2KRHVNLLYP5GANYFBYMNDY5KJWCYPP2XNRHZLGCKMWVPPHCAPUW2DVRHQ,6,"1/21/2022, 6:28:13 AM","1/21/2022, 8:04:08 AM",0.0,13194.827274,-13194.827274,1.0,"10/24/2022, 7:03:23 PM","10/24/2022, 7:03:23 PM",0.0,0.002,-0.002,both
1184,JUJM6D5PJPAKNNEXJTHLBUR22PPUESPSGZSV6PUI6BFXZ6SFNTH5SGQO5Y,2,"12/17/2021, 10:34:10 AM","1/21/2022, 4:01:16 AM",0.0,6034.05492,-6034.05492,1.0,"10/24/2022, 2:02:57 PM","10/24/2022, 2:02:57 PM",0.0,0.002,-0.002,both
1186,GOLHSXFUVATFV5MPCOHNUXXVIE7RHEYAISRU77EUIPXTDWPLJTO6R7QRIE,1,"1/21/2022, 1:48:15 AM","1/21/2022, 1:48:15 AM",0.0,734.782033,-734.782033,1.0,"10/24/2022, 12:34:01 PM","10/24/2022, 12:34:01 PM",0.0,0.002,-0.002,both
1187,RAO3NGFLEUNJY2Z4HKSRJQZ34QTYJDK2BYP7WVWOPD7Q6OSRWLOM6NJ2SM,1,"1/21/2022, 1:14:09 AM","1/21/2022, 1:14:09 AM",0.0,5954.501,-5954.501,1.0,"10/24/2022, 6:04:27 PM","10/24/2022, 6:04:27 PM",0.0,0.002,-0.002,both
1190,JEWGOLYZRXCLY7H6VXUVWZWAH4OKURANPZGZDEHZPNWWNXXOPZUWCBRLPY,2,"1/18/2022, 11:17:09 PM","1/20/2022, 5:43:12 AM",0.0,1689.5557,-1689.5557,1.0,"10/25/2022, 5:05:55 AM","10/25/2022, 5:05:55 AM",0.0,0.00148,-0.00148,both
1191,H5VJQ4QKUCDKOOTXQZTLSPVF4UYPFQIPWTRFL3GWBHJYNFGODKSXR7PZGM,1,"1/20/2022, 4:33:12 AM","1/20/2022, 4:33:12 AM",0.0,926.230206,-926.230206,1.0,"10/24/2022, 12:49:36 PM","10/24/2022, 12:49:36 PM",0.0,0.002,-0.002,both
1199,6BCKUNGALS77HUHCD5NOCOBH45WXLE3IMQOLXK7HUHG657L7I6YTXSSKCU,11,"1/16/2022, 8:45:15 PM","1/18/2022, 7:44:13 PM",0.0,19495.4,-19495.4,1.0,"10/22/2022, 10:01:25 PM","10/22/2022, 10:01:25 PM",0.0,0.002,-0.002,both
1201,7LZLAF5LN3FSC5LB4JXCF4LX7V6ZZRMRM6SHOX76M7IU5FLZI7DJOX2T3A,1,"1/18/2022, 9:41:13 AM","1/18/2022, 9:41:13 AM",0.0,560.846188,-560.846188,1.0,"10/23/2022, 10:04:11 AM","10/23/2022, 10:04:11 AM",0.0,0.002,-0.002,both
1203,35IZRLJNNHHWIVRORN6HRBS5ZDWOM227USC2MZPZKBDCUQBLZ7IPE55Z5A,1,"1/18/2022, 4:12:09 AM","1/18/2022, 4:12:09 AM",0.0,1177.9963,-1177.9963,1.0,"10/21/2022, 5:48:56 PM","10/21/2022, 5:48:56 PM",0.0,0.002,-0.002,both
1207,Z3KEMJBLZCSBQ7ANSIOBX33URVMONUN7PNH5INDWGMWNJVCLNPEQPCL3IY,2,"1/16/2022, 8:15:07 AM","1/17/2022, 10:55:13 PM",0.0,3542.2611,-3542.2611,1.0,"10/24/2022, 10:22:03 PM","10/24/2022, 10:22:03 PM",0.0,0.002,-0.002,both
1209,GFCRB3ODTFFC6J4EBFVHISNVJ4DLD46HNAM2XL43PONSQWLHMKPIAIUQKI,2,"1/11/2022, 9:09:08 AM","1/17/2022, 7:42:13 PM",0.0,572.7173,-572.7173,1.0,"10/24/2022, 12:24:50 PM","10/24/2022, 12:24:50 PM",0.0,0.002,-0.002,both
1211,LKPJLXUPXEOEAMIXC536BFXYAWU6IWFZN2MUDGB562DSQRJSEG55LCGLTY,3,"1/12/2022, 7:41:11 AM","1/17/2022, 6:39:11 AM",0.0,10289.5307,-10289.5307,1.0,"10/24/2022, 2:56:45 PM","10/24/2022, 2:56:45 PM",0.0,0.002,-0.002,both
1218,XPS6Y4LVUD6B7DXISOYJLGF5H57G4HFAXTZUXQGLVHJVVEFJM342NJYHOA,3,"10/13/2021, 8:06:05 PM","1/16/2022, 1:56:15 AM",0.0,1338.9617,-1338.9617,1.0,"10/24/2022, 9:37:14 PM","10/24/2022, 9:37:14 PM",0.0,0.002,-0.002,both
1219,QDMKU3C2YLSV5JHTIHW5CBADCAXXLOC5RCSZZUYL677KC63VEWCJLGIESU,2,"10/16/2021, 6:32:13 PM","1/16/2022, 1:39:11 AM",0.0,1495.2159,-1495.2159,1.0,"10/24/2022, 5:34:28 PM","10/24/2022, 5:34:28 PM",0.0,0.002,-0.002,both
1220,BJ476ABIG5KRE67YYNE2MWTYKR6VWEOR3JCVWHGLJ4TSUCZDUAAQSVLYHY,3,"1/10/2022, 6:30:13 AM","1/15/2022, 10:59:16 PM",0.0,11129.3919,-11129.3919,1.0,"10/24/2022, 9:43:56 AM","10/24/2022, 9:43:56 AM",0.0,0.002,-0.002,both
1222,RQ5DKBQBUEXO43ISPSIANXK3TWXR3YD5CXKXAEWPJHLQAJSUDAM3YYTOKY,1,"1/15/2022, 7:28:09 PM","1/15/2022, 7:28:09 PM",0.0,100.0,-100.0,1.0,"10/24/2022, 6:19:25 PM","10/24/2022, 6:19:25 PM",0.0,0.002,-0.002,both
1225,4TD3O3FR4SSYTEMDRLU727M7BHUXXJQTQNWJISCRJYHEOISKNCX5FVCKFM,2,"1/5/2022, 5:58:13 AM","1/15/2022, 4:26:10 AM",0.0,530.1771,-530.1771,1.0,"10/22/2022, 9:01:18 AM","10/22/2022, 9:01:18 AM",0.0,0.002,-0.002,both
1229,UEP5K6TCAEU3LGS6AVYZKX5RBCJJJSMKMB2EGWTONDW3OTWNBD25ULM7XI,5,"11/22/2021, 12:41:14 AM","1/14/2022, 8:12:11 AM",0.0,1202.4164,-1202.4164,1.0,"10/24/2022, 7:46:53 PM","10/24/2022, 7:46:53 PM",0.0,0.002,-0.002,both
1241,NZUPQ7GLHZRTP4V3XGFB55JGJ7SIVVAGXD6DXIGUK4ODXIYGW2MBI5QHZI,1,"1/13/2022, 2:38:13 PM","1/13/2022, 2:38:13 PM",0.0,1197.5048,-1197.5048,1.0,"10/24/2022, 4:18:15 PM","10/24/2022, 4:18:15 PM",0.0,0.002,-0.002,both
1248,EIHEN5KIKTG3VGCF3MYCQD75AD24WILPAQZKGFZLL6DB73V75LUS6BX2FU,2,"1/12/2022, 1:59:15 AM","1/13/2022, 2:44:12 AM",0.0,72.4903,-72.4903,1.0,"10/24/2022, 11:21:13 AM","10/24/2022, 11:21:13 AM",0.0,0.002,-0.002,both
1258,SLDQT7SX35AXEZ23E47B5Z6BGOAEA7OSOB3FKJGZHGIGP7IB6F643ROY4Y,1,"1/12/2022, 3:39:14 AM","1/12/2022, 3:39:14 AM",0.0,1429.6955,-1429.6955,1.0,"10/24/2022, 6:47:53 PM","10/24/2022, 6:47:53 PM",0.0,0.001374,-0.001374,both
1263,BN4EOBNYXEPXQGCSGCL3JWZOJSP3CGWZZ2DAUU3XBDIX46VPHFMK7LTMKM,7,"12/22/2021, 3:14:07 AM","1/11/2022, 11:41:15 PM",0.0,2059.349758,-2059.349758,1.0,"10/24/2022, 9:47:21 AM","10/24/2022, 9:47:21 AM",0.0,0.002,-0.002,both
1267,SPUBOEODAJWQQYGW2BJTC7DTCCGWFVHINZZT424PYCWORGMHTDDEAIZNC4,1,"1/11/2022, 8:21:11 PM","1/11/2022, 8:21:11 PM",0.0,57.575508,-57.575508,1.0,"10/24/2022, 6:52:35 PM","10/24/2022, 6:52:35 PM",0.0,0.002,-0.002,both
1269,E77656EWCTBFRJWJA5I5AEPITPFKGRRCC54ILOKYN6HGQ7FMRXT3AA4CLA,3,"10/7/2021, 6:26:09 AM","1/11/2022, 7:12:10 AM",0.0,338.661556,-338.661556,1.0,"10/24/2022, 11:11:54 AM","10/24/2022, 11:11:54 AM",0.0,0.002,-0.002,both
1274,KJTDRBCLBXIBVIOAALIOJFBMBVPTVMLOVGO2BCGD3POFOZMEDJ5V6PCTWM,2,"1/7/2022, 3:45:15 AM","1/11/2022, 2:03:07 AM",0.0,4116.2229,-4116.2229,1.0,"10/24/2022, 2:23:57 PM","10/24/2022, 2:23:57 PM",0.0,0.002,-0.002,both
1280,PG6D5WSJRF75L5QGZCDQEDV5VQ6U6F37YOUT2H62PP34UB5BLQ6ZOQSANE,2,"12/15/2021, 3:40:13 PM","1/10/2022, 9:15:09 AM",0.0,1262.0788,-1262.0788,1.0,"10/24/2022, 5:04:01 PM","10/24/2022, 5:04:01 PM",0.0,0.002,-0.002,both
1299,4SGIHYCRVDFPIFIZWVJI6TZ55O72RX3WT44WWODVB6I4HCRHWLD3ZRC7LU,1,"1/9/2022, 11:41:13 AM","1/9/2022, 11:41:13 AM",0.0,452.7175,-452.7175,1.0,"10/22/2022, 8:46:46 AM","10/22/2022, 8:46:46 AM",0.0,0.002,-0.002,both
1300,5GJR4DBEADL6AYAGI2C4YJ4R76EYX6EFBG64YNIOSQWDCX25PZLSIW74BU,1,"1/9/2022, 10:38:11 AM","1/9/2022, 10:38:11 AM",0.0,62.3648,-62.3648,1.0,"10/22/2022, 2:25:05 PM","10/22/2022, 2:25:05 PM",0.0,0.001938,-0.001938,both
1308,JVDEYWP6MFZNOA335WDSPOBIIHNJWDJPT72HRCNS4FES4CEHPXDSN2KTQI,1,"1/6/2022, 11:52:15 PM","1/6/2022, 11:52:15 PM",0.0,3362.19462,-3362.19462,1.0,"10/24/2022, 2:03:46 PM","10/24/2022, 2:03:46 PM",0.0,0.002,-0.002,both
1309,4QDS2A2GYJOGC5VI7YOIHPPDSKVJ7KERTKKAN3DQIVRUEKMUJZ3XVKOQFM,9,"4/12/2021, 2:20:07 PM","1/6/2022, 10:48:16 PM",0.0,7180.167006,-7180.167006,1.0,"10/22/2022, 8:11:35 AM","10/22/2022, 8:11:35 AM",0.0,0.002,-0.002,both
1313,VG2EDZY4FRPRYTFJV6QWWXGIDOQBYTIO2FTSP6SMW6X5S3A72FS3EWBWJU,1,"1/6/2022, 7:47:14 AM","1/6/2022, 7:47:14 AM",0.0,1459.0039,-1459.0039,1.0,"10/24/2022, 8:20:44 PM","10/24/2022, 8:20:44 PM",0.0,0.002,-0.002,both
1322,RHKOHHP2QFAEUGGCTIPXHOXIFJUXG266ZX6VCQAL2BDJIU277HVKS2KR4Q,3,"12/6/2021, 11:33:13 AM","1/5/2022, 5:39:14 PM",0.0,659.701051,-659.701051,1.0,"10/24/2022, 6:10:43 PM","10/24/2022, 6:10:43 PM",0.0,0.001698,-0.001698,both
1330,O7Z7RYWB4G7UB6FH6G5MTEZC5JE2EGWZK6FCLSBD45WSVBKYHGD25ARLBE,1,"1/5/2022, 4:50:15 AM","1/5/2022, 4:50:15 AM",0.0,959.9,-959.9,1.0,"10/24/2022, 4:25:32 PM","10/24/2022, 4:25:32 PM",0.0,0.002,-0.002,both
1333,2Q4E2NVNSH76T4GVTHMBOF4GO4ECHNRNQUY2R6G3LZJCLEPXGYSIY65BAQ,2,"11/29/2021, 4:59:15 AM","1/5/2022, 12:07:08 AM",0.0,2906.0169,-2906.0169,1.0,"10/21/2022, 2:06:16 PM","10/21/2022, 2:06:16 PM",0.0,0.002,-0.002,both
1343,IIIROQF4YQ3LLRHI3VWZ6UYMVNZIYIKYSU5KPIVCYCJZ34FGMTBVWFMGUY,1,"1/4/2022, 6:13:08 AM","1/4/2022, 6:13:08 AM",0.0,235.6995,-235.6995,1.0,"10/24/2022, 1:35:00 PM","10/24/2022, 1:35:00 PM",0.0,0.002,-0.002,both
1357,CZJCMZ7VHJVFLAREG2PSFA4BJRBXY53KQNNJTIJDQVW5Q37XVJOEMXCVLY,3,"12/25/2021, 9:48:12 PM","1/2/2022, 10:46:13 PM",0.0,2754.0954,-2754.0954,1.0,"10/24/2022, 10:33:19 AM","10/24/2022, 10:33:19 AM",0.0,0.002,-0.002,both
1361,CKO52CBOAQSAEWKPR2GVXCSNAOVO7DFEQH7X6N7GXUWPIY76EETT4RR4WU,1,"1/2/2022, 5:48:16 AM","1/2/2022, 5:48:16 AM",0.0,14324.635727,-14324.635727,1.0,"10/24/2022, 10:17:06 AM","10/24/2022, 10:17:06 AM",0.0,0.002,-0.002,both
1364,AJSVJBBRKQWE6FWSHQ7O2OO4KPWAYTCZOICOEX3G5FNMEIRTLYODDHBDIY,1,"1/1/2022, 8:12:10 PM","1/1/2022, 8:12:10 PM",0.0,1026.0727,-1026.0727,1.0,"10/23/2022, 6:27:56 PM","10/23/2022, 6:27:56 PM",0.0,0.002,-0.002,both
1368,EEZCHT77FV4X4UPLOSQB3A33VJHAEZQ4HGXHH7OCKMLIO53S4XBEC4HHOI,2,"12/31/2021, 3:52:12 PM","12/31/2021, 4:09:07 PM",0.0,3428.6176,-3428.6176,1.0,"10/24/2022, 11:17:41 AM","10/24/2022, 11:17:41 AM",0.0,0.002,-0.002,both
1369,WUJ62OUQYLAPG6Q7ZJF7PVYMYG744NTETMG3MW7GC475RX2V5ZUOOQG7T4,1,"12/31/2021, 10:10:09 AM","12/31/2021, 10:10:09 AM",0.0,185.3742,-185.3742,1.0,"10/24/2022, 9:08:35 PM","10/24/2022, 9:08:35 PM",0.0,0.002,-0.002,both
1371,37XM3AGYW4KNZJHXFXLCMULCGLN4IQC4SO6GB5EJJOJX5EQUCTJJ4JT6KE,2,"12/24/2021, 10:35:11 PM","12/31/2021, 5:47:14 AM",0.0,2342.4164,-2342.4164,1.0,"10/21/2022, 6:31:07 PM","10/21/2022, 6:31:07 PM",0.0,0.001766,-0.001766,both
1372,GVHV6ZFK4SQZQG4MACB62ORKNYXA2XVLM5OM4FBP77LKJI3JBKIB6TJSOI,5,"12/12/2021, 3:44:12 AM","12/31/2021, 5:41:13 AM",0.0,13531.802042,-13531.802042,1.0,"10/24/2022, 12:40:56 PM","10/24/2022, 12:40:56 PM",0.0,0.002,-0.002,both
1376,475DYS3YALSDRCJLKFH2NUNJD33XYLBEEPT5GYQYUKSN6ZXDKOQJYNXSD4,5,"12/25/2021, 12:31:13 AM","12/31/2021, 1:34:12 AM",0.0,13391.061173,-13391.061173,1.0,"10/22/2022, 3:19:32 AM","10/22/2022, 3:19:32 AM",0.0,0.002,-0.002,both
1380,2LPFDEIKPSNCXA6C3TNM3JWEPQY5N5SA5XVF2JQ3DWCHEVX6UDCNFY3LIA,1,"12/30/2021, 4:47:12 PM","12/30/2021, 4:47:12 PM",0.0,4.7788,-4.7788,1.0,"10/21/2022, 12:51:27 PM","10/21/2022, 12:51:27 PM",0.0,0.002,-0.002,both
1382,TBFZ5O3X6XQ4NNVNYUIW6V4ZDMSA6PHN4ORJ2BQ6SY3437TUMNS64BGJSM,1,"12/30/2021, 8:21:11 AM","12/30/2021, 8:21:11 AM",0.0,97.4927,-97.4927,1.0,"10/24/2022, 7:10:26 PM","10/24/2022, 7:10:26 PM",0.0,0.001903,-0.001903,both
1387,45DPSKOSMQBP7GGGRPGBYWZSNQBIFOAATXHCSA2RZCRZMD2V4A64FAU4BI,1,"12/30/2021, 1:14:15 AM","12/30/2021, 1:14:15 AM",0.0,9726.034103,-9726.034103,1.0,"10/22/2022, 2:47:56 AM","10/22/2022, 2:47:56 AM",0.0,0.002,-0.002,both
1388,5OLR3UC5UVKIOQTD4HGNFSMANDOSKBGG7WPXIDVR5K3WFJWKFVD4N5KHRU,1,"12/30/2021, 1:12:07 AM","12/30/2021, 1:12:07 AM",0.0,11669.197185,-11669.197185,1.0,"10/22/2022, 4:41:44 PM","10/22/2022, 4:41:44 PM",0.0,0.002,-0.002,both
1390,BA4SICPZWWZNVE4IJTEYFGWF36RIF34JVF3R5JJW563R6Z3FYK4AXOZVLE,2,"12/21/2021, 2:13:09 PM","12/29/2021, 11:17:08 PM",0.0,649.382465,-649.382465,1.0,"10/24/2022, 12:44:17 AM","10/24/2022, 12:44:17 AM",0.0,0.002,-0.002,both
1392,LEQGWGQHI2AC6QBUTCSMDRP2PQ7UHSGODB7747NJCVNTEG4G74ILCEC3GU,4,"11/15/2021, 11:44:12 PM","12/29/2021, 9:25:10 PM",0.0,1065.160777,-1065.160777,1.0,"10/24/2022, 2:50:12 PM","10/24/2022, 2:50:12 PM",0.0,0.001953,-0.001953,both
1394,Y4PG7DSPIVQA6VM4PTWSFH6IZUXCQNMYQTWPMUE3PIEOHP6XWVOPFUQ2BY,1,"12/29/2021, 7:40:12 PM","12/29/2021, 7:40:12 PM",0.0,30.808088,-30.808088,1.0,"10/24/2022, 9:49:49 PM","10/24/2022, 9:49:49 PM",0.0,0.002,-0.002,both
1399,2L6MMXZMABDLU4MCSHWJXDYAVLVB3LUYIRQDQQCZ64AGKBMXEVDG6AWPZI,1,"12/29/2021, 2:58:17 AM","12/29/2021, 2:58:17 AM",0.0,6983.5144,-6983.5144,1.0,"10/21/2022, 12:42:05 PM","10/21/2022, 12:42:05 PM",0.0,0.002,-0.002,both
1402,VK4E6F5E6DEJ3X4ROVUATM5AMZGUYYDYOWPDOJN6UR2PLDV7UXKRDZEQVM,1,"12/28/2021, 8:15:10 PM","12/28/2021, 8:15:10 PM",0.0,549.778234,-549.778234,1.0,"10/24/2022, 8:25:37 PM","10/24/2022, 8:25:37 PM",0.0,0.002,-0.002,both
1403,LENB7C2A3BWVD7CAMFUK75HPE7K3QZR2RS7R6GXJ6MVW25YQCVGCSB3RRY,1,"12/28/2021, 7:42:11 PM","12/28/2021, 7:42:11 PM",0.0,20.0,-20.0,1.0,"10/24/2022, 2:50:05 PM","10/24/2022, 2:50:05 PM",0.0,0.002,-0.002,both
1405,YKLCQFRFNAEQYCQNUAJTSSA4PUDD6SHW4NANLFAWH5LZJCTCZWY3AJC4DI,2,"12/27/2021, 12:08:06 AM","12/28/2021, 6:11:10 PM",0.0,187.472,-187.472,1.0,"10/24/2022, 10:05:29 PM","10/24/2022, 10:05:29 PM",0.0,0.002,-0.002,both
1408,AIV22QXCEGEDOALGAXZ4HQCTR2XCSYOFSKBMUEIQBHAQ4T5ECJKAQNJQTM,2,"12/21/2021, 1:53:12 PM","12/28/2021, 5:12:10 AM",0.0,3260.7389,-3260.7389,1.0,"10/23/2022, 6:13:21 PM","10/23/2022, 6:13:21 PM",0.0,0.002,-0.002,both
1410,URQILJEUVILHVE4CFXBPUTGRY7W64KFN4W5GK26BUDZNCY53M3LGFXDZG4,1,"12/27/2021, 2:35:11 PM","12/27/2021, 2:35:11 PM",0.0,20.922222,-20.922222,1.0,"10/24/2022, 8:00:09 PM","10/24/2022, 8:00:09 PM",0.0,0.002,-0.002,both
1411,E6BR6MQIJLBJFFDNBQLJGAJQHWAAHC7AZSWUDD5KAEY5AUECW2TW2HMGY4,4,"12/21/2021, 7:31:12 PM","12/27/2021, 10:50:12 AM",0.0,4342.234085,-4342.234085,1.0,"10/24/2022, 11:10:42 AM","10/24/2022, 11:10:42 AM",0.0,0.002,-0.002,both
1412,SOWRGSYSU6SI5WEW5UZEOVNR7I45CJRZN7LTDM4FTAOI2BKBKE72OVWPDE,7,"5/23/2021, 12:59:13 PM","12/27/2021, 6:15:12 AM",0.0,40317.7678,-40317.7678,1.0,"10/24/2022, 6:51:21 PM","10/24/2022, 6:51:21 PM",0.0,0.002,-0.002,both
1415,C6VHE6C2H7CPBO3O4VIA6Q723ZO22M3L2TX77L6P74NF6NDOZC346DWYEU,1,"12/27/2021, 1:23:12 AM","12/27/2021, 1:23:12 AM",0.0,4.0,-4.0,1.0,"10/24/2022, 10:05:41 AM","10/24/2022, 10:05:41 AM",0.0,0.002,-0.002,both
1424,F5G2MZ5XRS5IALOZTVQ2DIP6UFHO57WTZTZVODWLVSLYUJLNIXDQ7NWLMY,2,"10/11/2021, 9:40:14 AM","12/25/2021, 8:45:12 PM",0.0,2000.328,-2000.328,1.0,"10/24/2022, 11:43:00 AM","10/24/2022, 11:43:00 AM",0.0,0.002,-0.002,both
1428,63ECV23FBDS4SCGIPFQU6XYM2FVH7JBP3AMOPJMGVVCHYHHVTTG5SS7WKY,1,"12/25/2021, 8:58:17 AM","12/25/2021, 8:58:17 AM",0.0,2715.372411,-2715.372411,1.0,"10/22/2022, 8:21:35 PM","10/22/2022, 8:21:35 PM",0.0,0.002,-0.002,both
1432,EMZO3DTNKWAERGYJ32CIUSWQYVOPC6VTYEQE7RPH6IR67MHDAUKN2DNYN4,10,"10/27/2021, 12:02:09 PM","12/25/2021, 4:54:14 AM",0.0,4666.719,-4666.719,1.0,"10/24/2022, 11:26:14 AM","10/24/2022, 11:26:14 AM",0.0,0.002,-0.002,both
1433,S74DDNMR7TKWNJEV7YB7AIIURD7F4S65EMGJHKDHICG4XVWVZBYESE4MFM,1,"12/25/2021, 3:58:18 AM","12/25/2021, 3:58:18 AM",0.0,187.578319,-187.578319,1.0,"10/24/2022, 6:35:53 PM","10/24/2022, 6:35:53 PM",0.0,0.002,-0.002,both
1434,447IC35JXZ44VXEUVYV6GJ24PCDYFFPGDNRDIJPSNKTFV5LGVUYWKQLHSQ,1,"12/25/2021, 2:02:06 AM","12/25/2021, 2:02:06 AM",0.0,53.2271,-53.2271,1.0,"10/22/2022, 2:30:13 AM","10/22/2022, 2:30:13 AM",0.0,0.002,-0.002,both
1437,3T3R7QQHOWY5TDCRGGGYFBFIH6C6SHUDZTGH73LDW2N36F374YYBW27ET4,1,"12/24/2021, 11:43:15 PM","12/24/2021, 11:43:15 PM",0.0,156.9,-156.9,1.0,"10/21/2022, 11:58:23 PM","10/21/2022, 11:58:23 PM",0.0,0.001844,-0.001844,both
1438,3NBGDRUKZGJYKBT5DRJXNABUIR6J474QHYDDOUOAF4AA6JWGYG52QZGFYI,1,"12/24/2021, 11:37:12 PM","12/24/2021, 11:37:12 PM",0.0,4256.0497,-4256.0497,1.0,"10/21/2022, 10:18:58 PM","10/21/2022, 10:18:58 PM",0.0,0.002,-0.002,both
1439,Z3QZBB5LKOQMV2EPTELSOUFI73VA3N4KX7JHGI4TT26TRYKABTFSZKMHYM,1,"12/24/2021, 6:06:06 PM","12/24/2021, 6:06:06 PM",0.0,585.1574,-585.1574,1.0,"10/24/2022, 10:22:18 PM","10/24/2022, 10:22:18 PM",0.0,0.002,-0.002,both
1443,KAG2F6WIN5CGHIWWT3FYUYCAEX2MFNXYVPHDGARRTG5FQK2BHH3MW5MAGE,1,"12/24/2021, 8:23:09 AM","12/24/2021, 8:23:09 AM",0.0,535.0539,-535.0539,1.0,"10/24/2022, 2:14:47 PM","10/24/2022, 2:14:47 PM",0.0,0.001465,-0.001465,both
1445,G6TJP46CXV77KRL2WARJROWLB4GTVUBWYLZTXM2EWUYNAKZORUSNE6L2UE,1,"12/24/2021, 1:08:10 AM","12/24/2021, 1:08:10 AM",0.0,3979.1115,-3979.1115,1.0,"10/24/2022, 12:17:24 PM","10/24/2022, 12:17:24 PM",0.0,0.002,-0.002,both
1446,DV3A7CJEX6SUL7XHGTFEVPL473F7RF3V64ZPPOCIXYVYZTERYQCXPIBVOY,1,"12/23/2021, 10:05:07 PM","12/23/2021, 10:05:07 PM",0.0,828.0,-828.0,1.0,"10/24/2022, 11:00:39 AM","10/24/2022, 11:00:39 AM",0.0,0.002,-0.002,both
1450,FDQZ2TLDDPASNFLLZOWFPQKKFPNXKLJYJKXTEL2ERP3W64AFOTLHUN7QPM,1,"12/23/2021, 8:56:16 PM","12/23/2021, 8:56:16 PM",0.0,1099.303632,-1099.303632,1.0,"10/24/2022, 11:48:48 AM","10/24/2022, 11:48:48 AM",0.0,0.002,-0.002,both
1455,LVLSLZPLQCAFFQRCWKSXQPJGXEFMESVAYRIC4B3WMJMRSW3LHESDAV7ZPM,1,"12/23/2021, 3:55:15 PM","12/23/2021, 3:55:15 PM",0.0,145.295106,-145.295106,1.0,"10/24/2022, 3:08:06 PM","10/24/2022, 3:08:06 PM",0.0,0.002,-0.002,both
1460,Q4A6F724IDCTRTLJCY56ASH5J2A7JUG27KTGTJIRNRB5KFGBBX7QWJ44UY,4,"12/18/2021, 8:44:14 PM","12/23/2021, 2:05:08 AM",0.0,825.3489,-825.3489,1.0,"10/24/2022, 5:26:59 PM","10/24/2022, 5:26:59 PM",0.0,0.001778,-0.001778,both
1466,4ZIEV5RQFG6KTIE7JOHD63MO72MKVOUR5LTOVSKTT46PCWBOPDMD3VFS3M,1,"12/22/2021, 9:19:07 PM","12/22/2021, 9:19:07 PM",0.0,133.2822,-133.2822,1.0,"10/22/2022, 10:46:43 AM","10/22/2022, 10:46:43 AM",0.0,0.001867,-0.001867,both
1471,UQEFXSMNFTJYCASDQNNRVNE2MBONNFFHTPVCNZFTOHPPKUMSYXPFDZ7QBQ,2,"12/22/2021, 9:29:10 AM","12/22/2021, 11:25:11 AM",0.0,11104.022284,-11104.022284,1.0,"10/24/2022, 7:58:47 PM","10/24/2022, 7:58:47 PM",0.0,0.002,-0.002,both
1482,SAX24N4GOQWRJSUT4RKWC3R3W6R7YMF4USFIUXGVO4L4EHAWGYDRE3TUOQ,34,"6/8/2021, 9:32:13 PM","12/21/2021, 9:30:12 PM",0.0,36344.30856,-36344.30856,1.0,"10/24/2022, 6:37:26 PM","10/24/2022, 6:37:26 PM",0.0,0.002,-0.002,both
